Chat ID,Chat Start Time,Chat Start Day,Chat End Time,Chat Length,Messages to Bot,Bot Responses (Low Confidence),Bot Responses (No Confidence)
22988449,"October 25, 2023 3:20 PM",3,"October 25, 2023 3:20 PM",,,,
22988279,"October 25, 2023 3:15 PM",3,"October 25, 2023 3:15 PM",14,1,,
22988105,"October 25, 2023 3:10 PM",3,"October 25, 2023 3:53 PM",2566,1,,1
22988056,"October 25, 2023 3:09 PM",3,"October 25, 2023 3:09 PM",,,,
22987866,"October 25, 2023 3:04 PM",3,"October 25, 2023 4:11 PM",4051,1,,1
22987324,"October 25, 2023 2:49 PM",3,"October 25, 2023 2:49 PM",28,,,
22986632,"October 25, 2023 2:30 PM",3,"October 25, 2023 3:06 PM",2146,4,,
22986630,"October 25, 2023 2:30 PM",3,"October 25, 2023 2:31 PM",61,1,,
22986425,"October 25, 2023 2:25 PM",3,"October 25, 2023 2:26 PM",73,1,,
22984490,"October 25, 2023 1:37 PM",3,"October 25, 2023 1:38 PM",61,1,,1
22983484,"October 25, 2023 1:15 PM",3,"October 25, 2023 1:15 PM",,,,
22981660,"October 25, 2023 12:46 PM",3,"October 25, 2023 1:27 PM",2433,1,,
22980459,"October 25, 2023 12:15 PM",3,"October 25, 2023 12:16 PM",25,,,
22979784,"October 25, 2023 11:58 AM",3,"October 25, 2023 11:58 AM",,,,
22979479,"October 25, 2023 11:51 AM",3,"October 25, 2023 11:51 AM",,,,
22926107,"October 25, 2023 11:14 AM",3,"October 26, 2023 9:50 AM",81365,1,,1
22925875,"October 25, 2023 11:08 AM",3,"October 25, 2023 11:09 AM",83,1,,
22925225,"October 25, 2023 10:51 AM",3,"October 25, 2023 11:22 AM",1818,1,,1
22924890,"October 25, 2023 10:42 AM",3,"October 25, 2023 10:42 AM",,,,
22924660,"October 25, 2023 10:49 AM",3,"October 25, 2023 10:49 AM",,,,
22924118,"October 25, 2023 10:19 AM",3,"October 25, 2023 10:19 AM",31,,,
22923884,"October 25, 2023 10:12 AM",3,"October 25, 2023 10:29 AM",1062,2,,
22923837,"October 25, 2023 10:10 AM",3,"October 25, 2023 10:35 AM",1504,1,,
22923390,"October 25, 2023 9:55 AM",3,"October 25, 2023 10:13 AM",1081,2,1,
22922816,"October 25, 2023 9:35 AM",3,"October 25, 2023 9:35 AM",,,,
22922748,"October 25, 2023 9:33 AM",3,"October 25, 2023 9:33 AM",16,,,
22922647,"October 25, 2023 9:30 AM",3,"October 25, 2023 9:36 AM",378,1,,1
22921312,"October 25, 2023 8:34 AM",3,"October 25, 2023 8:48 AM",821,1,,1
22920973,"October 25, 2023 8:16 AM",3,"October 25, 2023 8:17 AM",92,,,
22920811,"October 25, 2023 8:05 AM",3,"October 25, 2023 8:18 AM",759,1,,
22920778,"October 25, 2023 8:03 AM",3,"October 25, 2023 8:07 AM",255,1,,
22918837,"October 25, 2023 4:51 AM",3,"October 25, 2023 4:52 AM",47,2,,1
22917399,"October 25, 2023 2:13 AM",3,"October 25, 2023 2:13 AM",,,,
22916781,"October 25, 2023 1:12 AM",3,"October 25, 2023 1:12 AM",,,,
22915930,"October 25, 2023 12:07 AM",2,"October 25, 2023 12:07 AM",,,,
22915508,"October 24, 2023 11:38 PM",2,"October 24, 2023 11:40 PM",90,,,
22915482,"October 24, 2023 11:36 PM",2,"October 24, 2023 11:37 PM",41,,,
22914546,"October 24, 2023 10:41 PM",2,"October 24, 2023 10:41 PM",,,,
22912691,"October 24, 2023 9:13 PM",2,"October 24, 2023 9:14 PM",67,1,,1
22912467,"October 24, 2023 9:02 PM",2,"October 24, 2023 9:02 PM",,,,
22912359,"October 24, 2023 8:58 PM",2,"October 24, 2023 8:59 PM",36,,,
22912171,"October 24, 2023 8:57 PM",2,"October 24, 2023 8:58 PM",36,,,
22910902,"October 24, 2023 7:55 PM",2,"October 24, 2023 7:55 PM",,,,
22910612,"October 24, 2023 7:42 PM",2,"October 24, 2023 7:42 PM",,,,
22910248,"October 24, 2023 7:24 PM",2,"October 24, 2023 7:24 PM",,,,
22908792,"October 24, 2023 6:24 PM",2,"October 24, 2023 6:25 PM",61,1,,
22907552,"October 24, 2023 5:37 PM",2,"October 24, 2023 5:37 PM",,,,
22907550,"October 24, 2023 5:37 PM",2,"October 24, 2023 5:37 PM",,,,
22906637,"October 24, 2023 5:05 PM",2,"October 24, 2023 5:20 PM",935,2,,2
22905914,"October 24, 2023 4:41 PM",2,"October 24, 2023 4:46 PM",283,2,,
22904686,"October 24, 2023 4:04 PM",2,"October 24, 2023 4:14 PM",588,1,,
22902827,"October 24, 2023 3:13 PM",2,"October 24, 2023 3:45 PM",1966,1,,
22902232,"October 24, 2023 2:55 PM",2,"October 24, 2023 2:55 PM",,,,
22902209,"October 24, 2023 2:54 PM",2,"October 24, 2023 2:54 PM",,,,
22901819,"October 24, 2023 2:45 PM",2,"October 24, 2023 2:45 PM",,,,
22901774,"October 24, 2023 2:44 PM",2,"October 24, 2023 2:51 PM",475,1,,1
22901329,"October 24, 2023 2:32 PM",2,"October 24, 2023 2:33 PM",63,1,,1
22901323,"October 24, 2023 2:32 PM",2,"October 24, 2023 2:36 PM",292,2,1,1
22901281,"October 24, 2023 2:31 PM",2,"October 24, 2023 2:32 PM",58,2,,
22900976,"October 24, 2023 2:24 PM",2,"October 24, 2023 4:04 PM",6028,1,,
22900782,"October 24, 2023 2:19 PM",2,"October 24, 2023 2:23 PM",278,1,,
22900714,"October 24, 2023 2:17 PM",2,"October 24, 2023 2:31 PM",818,1,,1
22900711,"October 24, 2023 2:17 PM",2,"October 24, 2023 2:51 PM",2014,2,,1
22900664,"October 24, 2023 2:16 PM",2,"October 24, 2023 2:19 PM",170,1,,
22900523,"October 24, 2023 2:12 PM",2,"October 24, 2023 2:12 PM",,,,
22900075,"October 24, 2023 2:01 PM",2,"October 24, 2023 2:17 PM",972,1,,1
22899051,"October 24, 2023 1:35 PM",2,"October 24, 2023 1:40 PM",327,,,
22898973,"October 24, 2023 1:33 PM",2,"October 24, 2023 1:33 PM",,,,
22898916,"October 24, 2023 1:32 PM",2,"October 24, 2023 1:32 PM",25,1,,
22898530,"October 24, 2023 1:22 PM",2,"October 24, 2023 1:22 PM",26,,,
22898343,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898340,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898336,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898334,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898333,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898330,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898329,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898326,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898325,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898321,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898318,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898317,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898314,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898313,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898312,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898310,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898307,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898306,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898305,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898303,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898299,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898297,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898295,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898292,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898290,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898289,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898286,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898284,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898283,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898281,"October 24, 2023 1:17 PM",2,"October 24, 2023 1:17 PM",,,,
22898266,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898263,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898261,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898260,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898257,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898255,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898252,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898250,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898247,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898243,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898242,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898240,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898236,"October 24, 2023 1:16 PM",2,"October 24, 2023 1:16 PM",,,,
22898204,"October 24, 2023 1:15 PM",2,"October 24, 2023 1:17 PM",98,1,,1
22898166,"October 24, 2023 1:14 PM",2,"October 24, 2023 1:14 PM",,,,
22898140,"October 24, 2023 1:14 PM",2,"October 24, 2023 1:40 PM",1532,1,,
22897997,"October 24, 2023 1:10 PM",2,"October 24, 2023 1:10 PM",,,,
22896863,"October 24, 2023 12:43 PM",2,"October 24, 2023 1:20 PM",2251,1,,
22896853,"October 24, 2023 12:47 PM",2,"October 24, 2023 12:47 PM",,,,
22895908,"October 24, 2023 12:18 PM",2,"October 24, 2023 12:23 PM",308,3,,
22895508,"October 24, 2023 12:08 PM",2,"October 24, 2023 12:08 PM",,,,
22894389,"October 24, 2023 11:40 AM",2,"October 24, 2023 11:40 AM",,,,
22894273,"October 24, 2023 11:37 AM",2,"October 24, 2023 11:44 AM",413,,,
22893678,"October 24, 2023 11:21 AM",2,"October 24, 2023 11:21 AM",,,,
22893278,"October 24, 2023 11:11 AM",2,"October 24, 2023 11:20 AM",522,2,1,1
22893194,"October 24, 2023 11:09 AM",2,"October 24, 2023 11:09 AM",,,,
22893093,"October 24, 2023 11:07 AM",2,"October 24, 2023 11:21 AM",806,,,
22892882,"October 24, 2023 11:02 AM",2,"October 24, 2023 11:03 AM",72,,,
22892774,"October 24, 2023 10:58 AM",2,"October 24, 2023 11:01 AM",141,,,
22892658,"October 24, 2023 10:55 AM",2,"October 24, 2023 10:55 AM",,,,
22892299,"October 24, 2023 10:45 AM",2,"October 24, 2023 11:22 AM",2234,1,,1
22891907,"October 24, 2023 10:33 AM",2,"October 24, 2023 10:33 AM",27,,,
22891135,"October 24, 2023 10:10 AM",2,"October 24, 2023 10:27 AM",982,2,,
22891114,"October 24, 2023 10:10 AM",2,"October 24, 2023 10:11 AM",89,2,,
22891031,"October 24, 2023 10:07 AM",2,"October 24, 2023 10:22 AM",882,1,,1
22890769,"October 24, 2023 9:59 AM",2,"October 24, 2023 9:59 AM",,,,
22890630,"October 24, 2023 9:54 AM",2,"October 24, 2023 9:54 AM",,,,
22890104,"October 24, 2023 9:37 AM",2,"October 24, 2023 10:04 AM",1652,1,,1
22890090,"October 24, 2023 9:36 AM",2,"October 24, 2023 9:36 AM",,,,
22889073,"October 24, 2023 8:57 AM",2,"October 24, 2023 8:58 AM",52,2,,
22889060,"October 24, 2023 8:56 AM",2,"October 24, 2023 8:56 AM",,,,
22888164,"October 24, 2023 8:06 AM",2,"October 24, 2023 8:10 AM",217,2,,
22883032,"October 24, 2023 12:06 AM",1,"October 24, 2023 12:11 AM",317,3,,2
22881004,"October 23, 2023 10:13 PM",1,"October 23, 2023 10:14 PM",82,1,,
22879916,"October 23, 2023 9:22 PM",1,"October 23, 2023 9:22 PM",,,,
22879891,"October 23, 2023 9:21 PM",1,"October 23, 2023 9:21 PM",,,,
22879881,"October 23, 2023 9:21 PM",1,"October 23, 2023 9:22 PM",38,1,,
22878865,"October 23, 2023 8:39 PM",1,"October 23, 2023 8:39 PM",17,1,,1
22878440,"October 23, 2023 8:21 PM",1,"October 23, 2023 8:22 PM",63,2,,
22876951,"October 23, 2023 7:18 PM",1,"October 23, 2023 7:18 PM",,,,
22876702,"October 23, 2023 7:09 PM",1,"October 23, 2023 7:10 PM",70,1,,
22876593,"October 23, 2023 7:52 PM",1,"October 23, 2023 7:52 PM",,,,
22873954,"October 23, 2023 5:27 PM",1,"October 23, 2023 5:27 PM",24,,,
22873389,"October 23, 2023 5:09 PM",1,"October 23, 2023 5:32 PM",1381,1,,1
22873227,"October 23, 2023 5:04 PM",1,"October 23, 2023 5:07 PM",205,,,
22872474,"October 23, 2023 4:42 PM",1,"October 23, 2023 4:47 PM",324,1,,
22872269,"October 23, 2023 4:36 PM",1,"October 23, 2023 9:40 PM",18217,1,,1
22872192,"October 23, 2023 4:33 PM",1,"October 23, 2023 4:33 PM",,,,
22872129,"October 23, 2023 4:32 PM",1,"October 23, 2023 4:35 PM",202,2,,
22872068,"October 23, 2023 4:30 PM",1,"October 23, 2023 4:39 PM",534,2,,1
22872052,"October 23, 2023 4:30 PM",1,"October 23, 2023 4:30 PM",15,,,
22871905,"October 23, 2023 4:25 PM",1,"October 23, 2023 4:25 PM",,,,
22871889,"October 23, 2023 4:25 PM",1,"October 23, 2023 4:25 PM",,,,
22870747,"October 23, 2023 3:53 PM",1,"October 23, 2023 4:03 PM",618,3,,
22870717,"October 23, 2023 3:52 PM",1,"October 23, 2023 4:07 PM",912,1,,1
22870647,"October 23, 2023 3:50 PM",1,"October 23, 2023 3:50 PM",,,,
22870168,"October 23, 2023 3:37 PM",1,"October 23, 2023 3:43 PM",369,1,,
22869108,"October 23, 2023 3:10 PM",1,"October 23, 2023 3:10 PM",,,,
22868465,"October 23, 2023 2:54 PM",1,"October 23, 2023 3:07 PM",758,1,,
22868010,"October 23, 2023 2:43 PM",1,"October 23, 2023 2:44 PM",45,1,,
22867805,"October 23, 2023 2:38 PM",1,"October 23, 2023 2:38 PM",,,,
22867179,"October 23, 2023 2:24 PM",1,"October 23, 2023 2:25 PM",66,,,
22867125,"October 23, 2023 2:23 PM",1,"October 23, 2023 3:52 PM",5357,1,,1
22866937,"October 23, 2023 2:18 PM",1,"October 23, 2023 2:18 PM",,,,
22866758,"October 23, 2023 2:14 PM",1,"October 23, 2023 3:16 PM",3734,1,,1
22866398,"October 23, 2023 2:06 PM",1,"October 23, 2023 2:45 PM",2353,1,,1
22866303,"October 23, 2023 2:04 PM",1,"October 23, 2023 7:55 PM",21058,4,,
22865276,"October 23, 2023 1:39 PM",1,"October 23, 2023 2:05 PM",1534,1,,1
22865110,"October 23, 2023 1:35 PM",1,"October 23, 2023 1:36 PM",60,1,,
22864538,"October 23, 2023 1:21 PM",1,"October 23, 2023 1:21 PM",,,,
22864386,"October 23, 2023 1:17 PM",1,"October 23, 2023 1:17 PM",,,,
22864121,"October 23, 2023 1:11 PM",1,"October 23, 2023 1:15 PM",249,3,,
22863753,"October 23, 2023 1:03 PM",1,"October 23, 2023 1:05 PM",87,2,,
22862867,"October 23, 2023 12:41 PM",1,"October 23, 2023 12:41 PM",12,,,
22862858,"October 23, 2023 12:41 PM",1,"October 23, 2023 12:47 PM",357,2,,
22862847,"October 23, 2023 12:41 PM",1,"October 23, 2023 12:41 PM",,,,
22862805,"October 23, 2023 12:40 PM",1,"October 23, 2023 12:41 PM",43,,,
22862653,"October 23, 2023 12:36 PM",1,"October 23, 2023 12:45 PM",539,1,,1
22862405,"October 23, 2023 12:31 PM",1,"October 23, 2023 1:01 PM",1801,2,,2
22862389,"October 23, 2023 12:30 PM",1,"October 23, 2023 12:30 PM",,,,
22861882,"October 23, 2023 12:19 PM",1,"October 23, 2023 12:36 PM",1003,1,,1
22861376,"October 23, 2023 12:07 PM",1,"October 23, 2023 12:09 PM",128,1,,1
22861243,"October 23, 2023 12:04 PM",1,"October 23, 2023 12:07 PM",177,1,,
22861137,"October 23, 2023 12:01 PM",1,"October 23, 2023 12:02 PM",46,2,,1
22860642,"October 23, 2023 11:49 AM",1,"October 23, 2023 11:58 AM",519,1,,
22860435,"October 23, 2023 11:44 AM",1,"October 23, 2023 11:44 AM",,,,
22860240,"October 23, 2023 11:40 AM",1,"October 23, 2023 12:02 PM",1313,1,1,
22859861,"October 23, 2023 11:31 AM",1,"October 23, 2023 11:33 AM",129,2,,
22859730,"October 23, 2023 11:28 AM",1,"October 23, 2023 11:28 AM",24,,,
22859597,"October 23, 2023 11:25 AM",1,"October 23, 2023 12:08 PM",2584,2,1,1
22859518,"October 23, 2023 11:23 AM",1,"October 23, 2023 11:46 AM",1396,1,,
22859063,"October 23, 2023 11:11 AM",1,"October 23, 2023 11:11 AM",14,1,,
22858980,"October 23, 2023 11:09 AM",1,"October 23, 2023 11:11 AM",121,1,,
22858926,"October 23, 2023 11:07 AM",1,"October 23, 2023 11:07 AM",,,,
22858254,"October 23, 2023 10:52 AM",1,"October 23, 2023 10:53 AM",58,,,
22858246,"October 23, 2023 10:51 AM",1,"October 23, 2023 11:05 AM",803,2,,1
22857913,"October 23, 2023 10:43 AM",1,"October 23, 2023 10:57 AM",825,1,,1
22857869,"October 23, 2023 10:41 AM",1,"October 23, 2023 11:04 AM",1352,1,,1
22857685,"October 23, 2023 10:36 AM",1,"October 23, 2023 10:37 AM",43,,,
22857461,"October 23, 2023 10:29 AM",1,"October 23, 2023 10:30 AM",25,,,
22857391,"October 23, 2023 10:27 AM",1,"October 23, 2023 10:28 AM",14,,,
22857389,"October 23, 2023 10:27 AM",1,"October 23, 2023 10:41 AM",788,1,,1
22857299,"October 23, 2023 10:25 AM",1,"October 23, 2023 10:38 AM",765,1,,
22856945,"October 23, 2023 1:09 PM",1,"October 23, 2023 1:13 PM",238,2,,
22856937,"October 23, 2023 10:15 AM",1,"October 23, 2023 10:15 AM",,,,
22856475,"October 23, 2023 10:02 AM",1,"October 23, 2023 10:12 AM",599,1,,
22856015,"October 23, 2023 9:46 AM",1,"October 23, 2023 9:52 AM",371,2,,
22855813,"October 23, 2023 9:39 AM",1,"October 23, 2023 9:40 AM",61,1,,1
22855619,"October 23, 2023 9:32 AM",1,"October 23, 2023 9:32 AM",,,,
22855347,"October 23, 2023 9:23 AM",1,"October 23, 2023 9:23 AM",9,1,,
22855221,"October 30, 2023 5:05 PM",1,"October 30, 2023 5:06 PM",100,1,,
22854963,"October 23, 2023 9:08 AM",1,"October 23, 2023 9:25 AM",1030,2,,1
22854962,"October 23, 2023 9:08 AM",1,"October 23, 2023 9:22 AM",820,1,,
22854818,"October 23, 2023 9:02 AM",1,"October 23, 2023 9:02 AM",,,,
22854360,"October 23, 2023 8:42 AM",1,"October 23, 2023 8:47 AM",294,2,,
22854261,"October 23, 2023 8:37 AM",1,"October 23, 2023 8:37 AM",29,,,
22854239,"October 23, 2023 8:36 AM",1,"October 23, 2023 8:36 AM",,,,
22854165,"October 23, 2023 8:32 AM",1,"October 23, 2023 8:49 AM",1034,1,,
22854091,"October 23, 2023 8:27 AM",1,"October 23, 2023 8:27 AM",,,,
22854089,"October 23, 2023 8:27 AM",1,"October 23, 2023 8:27 AM",,,,
22854087,"October 23, 2023 8:27 AM",1,"October 23, 2023 8:27 AM",,,,
22853800,"October 23, 2023 8:09 AM",1,"October 23, 2023 8:10 AM",22,1,,
22853716,"October 23, 2023 8:03 AM",1,"October 23, 2023 8:04 AM",44,1,,
22853669,"October 23, 2023 8:00 AM",1,"October 23, 2023 8:02 AM",107,1,,
22853634,"October 23, 2023 7:58 AM",1,"October 23, 2023 7:59 AM",63,1,,
22853559,"October 23, 2023 7:53 AM",1,"October 23, 2023 7:53 AM",50,1,,
22853541,"October 23, 2023 7:51 AM",1,"October 23, 2023 7:53 AM",146,2,,
22853492,"October 23, 2023 7:47 AM",1,"October 23, 2023 7:49 AM",112,1,1,
22853173,"October 23, 2023 7:19 AM",1,"October 23, 2023 7:21 AM",100,2,,
22853146,"October 23, 2023 7:17 AM",1,"October 23, 2023 7:17 AM",32,1,,1
22853108,"October 23, 2023 7:14 AM",1,"October 23, 2023 7:14 AM",33,1,,
22853105,"October 23, 2023 7:13 AM",1,"October 23, 2023 7:47 AM",2009,2,,
22853068,"October 23, 2023 7:10 AM",1,"October 23, 2023 7:13 AM",190,3,,
22853059,"October 23, 2023 7:09 AM",1,"October 23, 2023 7:12 AM",181,2,,
22853055,"October 23, 2023 7:09 AM",1,"October 23, 2023 7:09 AM",19,1,,
22853027,"October 23, 2023 7:07 AM",1,"October 23, 2023 7:07 AM",28,2,,
22852976,"October 23, 2023 7:02 AM",1,"October 23, 2023 7:03 AM",66,1,,1
22852905,"October 23, 2023 6:54 AM",1,"October 23, 2023 6:54 AM",,,,
22852902,"October 23, 2023 6:54 AM",1,"October 23, 2023 6:54 AM",,,,
22849438,"October 23, 2023 12:57 AM",,"October 23, 2023 12:57 AM",,,,
22848863,"October 23, 2023 12:10 AM",,"October 23, 2023 12:10 AM",,,,
22848291,"October 22, 2023 11:28 PM",,"October 22, 2023 11:31 PM",151,1,,
22847139,"October 22, 2023 10:18 PM",,"October 22, 2023 10:18 PM",,,,
22844889,"October 22, 2023 8:14 PM",,"October 22, 2023 8:15 PM",25,,,
22844208,"October 22, 2023 7:38 PM",,"October 22, 2023 7:38 PM",,,,
22843510,"October 22, 2023 7:00 PM",,"October 23, 2023 9:22 AM",51670,,,
22843450,"October 22, 2023 6:57 PM",,"October 22, 2023 6:57 PM",17,1,,
22843438,"October 22, 2023 6:56 PM",,"October 22, 2023 6:56 PM",,,,
22843028,"October 22, 2023 6:31 PM",,"October 22, 2023 6:32 PM",32,1,,
22842225,"October 22, 2023 5:46 PM",,"October 22, 2023 5:46 PM",,,,
22841954,"October 22, 2023 5:31 PM",,"October 22, 2023 5:31 PM",,,,
22841253,"October 22, 2023 4:52 PM",,"October 22, 2023 4:52 PM",,,,
22840692,"October 22, 2023 4:22 PM",,"October 22, 2023 4:22 PM",,,,
22839665,"October 22, 2023 3:25 PM",,"October 22, 2023 3:25 PM",,,,
22837443,"October 22, 2023 1:17 PM",,"October 22, 2023 1:17 PM",,,,
22837380,"October 22, 2023 1:13 PM",,"October 22, 2023 1:21 PM",513,1,,1
22835691,"October 22, 2023 11:22 AM",,"October 22, 2023 11:22 AM",11,,,
22835623,"October 22, 2023 11:16 AM",,"October 22, 2023 11:16 AM",,,,
22835484,"October 22, 2023 11:11 AM",,"October 22, 2023 11:12 AM",47,1,1,
22835443,"October 22, 2023 11:03 AM",,"October 22, 2023 11:04 AM",51,4,,
22834893,"October 22, 2023 10:19 AM",,"October 22, 2023 10:19 AM",,,,
22834725,"October 22, 2023 10:05 AM",,"October 22, 2023 10:05 AM",,,,
22832555,"October 22, 2023 6:13 AM",,"October 22, 2023 7:36 AM",4966,,,
22830571,"October 22, 2023 2:15 AM",,"October 22, 2023 2:17 AM",110,6,,1
22830364,"October 22, 2023 1:52 AM",,"October 22, 2023 2:10 AM",1089,2,,
22829477,"October 22, 2023 12:21 AM",6,"October 22, 2023 12:21 AM",,,,
22829466,"October 22, 2023 12:20 AM",6,"October 22, 2023 12:20 AM",,,,
22827190,"October 21, 2023 9:14 PM",6,"October 21, 2023 9:14 PM",,,,
22827172,"October 21, 2023 9:13 PM",6,"October 21, 2023 9:13 PM",,,,
22827005,"October 21, 2023 9:00 PM",6,"October 21, 2023 9:08 PM",458,,,
22826654,"October 21, 2023 8:36 PM",6,"October 21, 2023 8:36 PM",52,1,,
22825052,"October 21, 2023 6:36 PM",6,"October 21, 2023 6:36 PM",,,,
22824181,"October 21, 2023 5:37 PM",6,"October 21, 2023 5:37 PM",40,1,,1
22821737,"October 21, 2023 3:08 PM",6,"October 21, 2023 3:08 PM",,,,
22820132,"October 21, 2023 1:22 PM",6,"October 21, 2023 1:22 PM",,,,
22819142,"October 21, 2023 12:19 PM",6,"October 21, 2023 12:54 PM",2073,,,
22810303,"October 20, 2023 10:32 PM",5,"October 20, 2023 10:32 PM",,,,
22810288,"October 20, 2023 10:31 PM",5,"October 20, 2023 10:31 PM",,,,
22809390,"October 20, 2023 9:28 PM",5,"October 20, 2023 9:28 PM",,,,
22808196,"October 20, 2023 8:09 PM",5,"October 20, 2023 8:10 PM",80,,,
22806888,"October 20, 2023 6:44 PM",5,"October 20, 2023 6:44 PM",,,,
22804636,"October 20, 2023 4:54 PM",5,"October 20, 2023 5:09 PM",886,2,,1
22804580,"October 20, 2023 4:52 PM",5,"October 20, 2023 4:52 PM",,,,
22804301,"October 20, 2023 4:41 PM",5,"October 20, 2023 4:41 PM",,,,
22804232,"October 20, 2023 4:38 PM",5,"October 20, 2023 4:38 PM",,,,
22804181,"October 20, 2023 4:36 PM",5,"October 20, 2023 4:52 PM",965,2,1,1
22803280,"October 20, 2023 4:01 PM",5,"October 20, 2023 4:04 PM",179,,,
22803188,"October 20, 2023 3:57 PM",5,"October 20, 2023 3:57 PM",,,,
22803125,"October 20, 2023 3:55 PM",5,"October 20, 2023 4:03 PM",509,,,
22802913,"October 20, 2023 3:48 PM",5,"October 20, 2023 3:48 PM",,,,
22802446,"October 20, 2023 3:32 PM",5,"October 20, 2023 3:32 PM",,,,
22802009,"October 20, 2023 3:17 PM",5,"October 20, 2023 3:39 PM",1335,,,
22801913,"October 20, 2023 3:14 PM",5,"October 20, 2023 3:14 PM",7,,,
22801291,"October 20, 2023 2:55 PM",5,"October 21, 2023 4:14 PM",91152,1,,
22800742,"October 20, 2023 2:36 PM",5,"October 20, 2023 2:55 PM",1093,,,
22800220,"October 20, 2023 2:20 PM",5,"October 20, 2023 2:21 PM",74,1,,
22800048,"October 20, 2023 2:15 PM",5,"October 20, 2023 2:15 PM",,,,
22800037,"October 20, 2023 2:15 PM",5,"October 20, 2023 2:38 PM",1410,1,,1
22799853,"October 20, 2023 2:08 PM",5,"October 20, 2023 3:07 PM",3540,1,,1
22799743,"October 20, 2023 2:04 PM",5,"October 21, 2023 12:19 PM",80108,2,,
22799742,"October 20, 2023 2:04 PM",5,"October 20, 2023 2:59 PM",3295,1,,
22799015,"October 20, 2023 1:40 PM",5,"October 20, 2023 1:54 PM",866,3,,1
22798912,"October 20, 2023 1:36 PM",5,"October 20, 2023 1:36 PM",,,,
22798811,"October 20, 2023 1:33 PM",5,"October 20, 2023 1:34 PM",42,,,
22798733,"October 20, 2023 1:32 PM",5,"October 20, 2023 1:47 PM",933,1,,
22798608,"October 20, 2023 1:27 PM",5,"October 20, 2023 1:27 PM",,,,
22798498,"October 20, 2023 1:23 PM",5,"October 20, 2023 1:24 PM",54,1,,
22798323,"October 20, 2023 1:18 PM",5,"October 20, 2023 1:18 PM",,,,
22797816,"October 20, 2023 1:03 PM",5,"October 20, 2023 1:21 PM",1072,1,,1
22797715,"October 20, 2023 1:00 PM",5,"October 20, 2023 1:31 PM",1851,2,,
22797230,"October 20, 2023 12:45 PM",5,"October 20, 2023 1:00 PM",882,4,,
